course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"This course provides students with a comprehensive understanding of management theories as they relate to HIM practice. Management concepts including leadership, planning, controlling, directing, teamwork, problem-solving, and decision-making are explored.",306,HIM,Operational Management of Health Information Services,HIM,141981,"Pre: HIM 201, HIM 203, HIM 304, and PUBA 477.",3
"This course emphasizes the role of HIM professionals in calculating and mining healthcare statistics for financial, research, data quality, and other purposes. Topics include hospital statistics, and morbidity, mortality, and other rates. Data analysis techniques including scrubbing, mapping, and predicting are also explored.",309,HIM,Healthcare Statistics and Data Analytics,HIM,141981,"Pre: HIM 201, BUS 320, and PUBA 308.",3
"This course introduces students to the revenue cycle management process and reimbursement methodologies used in healthcare. It provides a deeper understanding of medical coding and the wider implication of this process in healthcare planning, financing, and economics. Topics include healthcare vocabularies, nomenclatures, managed care models, and third-party payers in the U.S. with international comparisons.",403,HIM,"Healthcare Insurance, Reimbursement, and Economics",HIM,141981,Pre: HIM 304 and PUBA 477. Coreq: HIM 305.,3
"This course continues to develop students’ understanding of ICD-10-CM coding guidelines. Students are also introduced to the CPT/HCPCS coding manual and the use of health information technologies (HIT’s) in the coding process. Topics include ICD-10-CM/PCS and CPT/HCPCS guidelines for symptoms, signs, and abnormal clinical and laboratory findings, diseases, conditions, procedures, and external causes of morbidity.",404,HIM,Clinical Classification III: Intermediate Coding,HIM,141981,Pre: HIM 305 and HIM 403.,3
"This course explores advanced concepts in medical coding, insurance, and reimbursement from a management perspective. Topics include planning and staffing in the coding department, the use of HIT’s in the revenue cycle management process, and coding compliance issues.",405,HIM,Clinical Classification IV: Advanced Coding,HIM,141981,Pre: HIM 404.,3
"This course explores the strategic management of health information services. Topics include effective communication, employee motivation, and quality and performance improvement efforts. Concepts related to the governance of health information systems, and financial, project, and change management in the administration of health information services are also explored.",406,HIM,Strategic Management of Health Information Services,HIM,141981,Pre: HIM 306.,3
"This course provides students with the opportunity to perform functional HIM duties under the supervision of a preceptor in an inpatient, outpatient, or alternative care setting. Students integrate didactic knowledge and practical application of HIM operations while employing professional work ethics in a real-world setting.",408,HIM,HIM Cooperative Education,HIM,141981,"Pre: HIM 203, HIM 305, HIM 306, HIM 309, and HIM 403.",3
"This course provides students with the opportunity to perform managerial HIM duties under the supervision of a preceptor in an inpatient, outpatient, or alternative care setting. Topics include career portfolio development and registered health information administrator (RHIA) exam preparation.",490,HIM,HIM Practicum and RHIA Exam Prep,HIM,141981,Pre: Consent of instructor. Coreq: APSC 486H.,4
To be arranged with the instructor.,99,HIM,Directed Reading and Research,HIM,141981,Pre: Instructor approval.,1
"A global and historical survey focusing on human societies and cross-cultural interactions to 1500 C.E.  Includes historical narratives and global perspectives on human societies and cross-cultural interactions, and also ways to think about the past and use primary sources.",151,HIST,World History to 1500,HISTORY,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (FGA),3
"A global and historical survey focusing on human societies and cross-cultural interactions since 1500 C.E.  Includes historical narratives and global perspectives on human societies and cross-cultural interactions, and also ways to think about the past and use primary sources.",152,HIST,World History since 1500,HISTORY,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (FGB),3
"A global historical survey focused on of the intersection of disease and human history with particular attention paid to the effects of disease on society, culture, politics, religion, and economics. Includes an exploration of the impact of disease across a broad range of geographical contexts and time periods from pre-history to the present and future. Among other epidemics the course will cover the bubonic plague, cholera, influenza, polio, smallpox, and malaria.",156,HIST,World History of Human Disease,HISTORY,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (FGC),3
"A global historical survey focused on of the intersection of human societies and the environment with particular attention paid to the ways in which human societies have shaped their environments, been shaped by their environment, and imagined their relationship with the natural world. The course tracks human-environmental interactions across time in order to explore its effects on culture, politics, religion, philosophy, and economies.",157,HIST,Global Environmental History,HISTORY,141981,Pre: Placement into ENG 100 or concurrent enrollment in ENG 100T. (FGC),3
